Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
WV74449,Washington,8662.048958,No,Basic,College,2/12/11,Unemployed,F,0,Urban,Married,117,0,65,0,4,Personal Auto,Personal L3,Offer3,Call Center,511.422666,SUV,Medsize,nan
WX80471,California,6676.726314,No,Extended,High School or Below,1/27/11,Employed,M,56875,Rural,Married,84,0,70,0,6,Personal Auto,Personal L2,Offer3,Branch,145.448401,Two-Door Car,Medsize,A
VU19243,Arizona,4196.257691,No,Premium,High School or Below,2/26/11,Medical Leave,F,18052,Suburban,Divorced,111,5,71,0,1,Personal Auto,Personal L1,Offer3,Web,699.1679,Four-Door Car,Medsize,A
KD63998,California,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12,89,0,1,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small,A
XW93623,Nevada,7221.151702,No,Basic,Bachelor,2/9/11,Employed,M,33811,Urban,Married,184,17,59,0,1,Personal Auto,Personal L3,Offer3,Agent,587.37679,Luxury SUV,Medsize,A
VG43444,Oregon,3837.492458,No,Extended,Bachelor,2/1/11,Employed,M,36794,Suburban,Single,99,0,75,0,1,Personal Auto,Personal L3,Offer1,Agent,712.8,Four-Door Car,Large,nan
YI95574,Arizona,3587.359906,No,Extended,High School or Below,2/18/11,Disabled,M,16049,Suburban,Married,93,3,8,0,1,Personal Auto,Personal L2,Offer2,Call Center,446.4,Four-Door Car,Large,A
JW30054,Oregon,8283.066678,No,Premium,High School or Below,2/22/11,Employed,M,71034,Suburban,Married,103,26,15,0,3,Corporate Auto,Corporate L1,Offer1,Branch,494.4,Four-Door Car,Medsize,A
TP34946,California,5108.038755,No,Basic,College,1/9/11,Disabled,M,26784,Suburban,Married,67,14,82,0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,Four-Door Car,Small,A
UI99818,Oregon,4349.30875,Yes,Basic,College,2/10/11,Employed,F,75648,Rural,Married,108,28,10,0,1,Personal Auto,Personal L2,Offer2,Branch,112.660916,SUV,Large,nan
HF82396,Oregon,14428.86926,No,Basic,High School or Below,1/17/11,Unemployed,F,0,Suburban,Single,68,2,82,0,2,Personal Auto,Personal L1,Offer1,Branch,326.4,Two-Door Car,Small,A
BH60627,Oregon,7521.194691,No,Premium,College,2/14/11,Unemployed,M,0,Suburban,Married,104,13,20,0,3,Personal Auto,Personal L3,Offer1,Branch,499.2,Four-Door Car,Small,nan
KO26461,Arizona,32269.85139,No,Extended,High School or Below,2/27/11,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,289.904105,,,A
NL59273,Oregon,5627.297887,No,Basic,Doctor,1/21/11,Employed,F,61486,Urban,Married,70,2,65,0,3,Personal Auto,Personal L3,Offer2,Call Center,334.13351,Two-Door Car,Medsize,nan
SD42668,Washington,5295.625697,No,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,74,19,71,0,3,Personal Auto,Personal L1,Offer3,Agent,532.8,Four-Door Car,Medsize,nan
ZG10765,Nevada,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Small,A
GA86186,Oregon,3230.576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Special Auto,Special L3,Offer2,Call Center,207.75186,Four-Door Car,Medsize,A
IS63925,Arizona,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small,A
AH41449,,7907.133288,,Basic,College,2/14/11,Employed,M,24666,Rural,Married,101,32,51,0,3,Personal Auto,Personal L2,Offer3,Branch,151.835574,Sports Car,Medsize,A
SO98684,California,3455.17183,No,Extended,High School or Below,2/21/11,Unemployed,F,0,Suburban,Single,91,16,63,0,1,Personal Auto,Personal L2,Offer1,Call Center,681.038959,Four-Door Car,Small,nan
HA99340,Oregon,2398.333185,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Married,65,26,97,0,1,Personal Auto,Personal L3,Offer1,Agent,422.947888,Two-Door Car,Medsize,nan
QJ31447,California,19339.20282,No,Basic,Master,2/7/11,Employed,M,22582,Suburban,Married,61,0,74,0,2,Personal Auto,Personal L1,Offer2,Web,292.8,Four-Door Car,Medsize,nan
RM93459,,17497.52201,,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,A
LV44800,California,3056.990764,No,Extended,High School or Below,1/7/11,Employed,F,78310,Suburban,Married,76,4,24,0,1,Personal Auto,Personal L2,Offer3,Branch,364.8,Four-Door Car,Medsize,nan
JE99638,Arizona,7699.632103,No,Basic,Bachelor,2/3/11,Medical Leave,M,23577,Rural,Married,68,1,67,0,2,Personal Auto,Personal L3,Offer2,Agent,91.815153,Four-Door Car,Medsize,A
FI25204,California,3491.26162,No,Extended,Master,2/16/11,Employed,F,29673,Urban,Single,92,21,49,2,1,Corporate Auto,Corporate L3,Offer2,Branch,328.348506,Two-Door Car,Medsize,nan
JT69863,,2410.105206,,Basic,Bachelor,2/23/11,Medical Leave,M,16258,Suburban,Married,64,13,84,0,1,Personal Auto,Personal L2,Offer3,Branch,307.2,Two-Door Car,Medsize,A
OM82309,California,58166.55351,No,Basic,Bachelor,2/27/11,Employed,M,61321,Rural,Single,186,0,30,1,2,Personal Auto,Personal L3,Offer2,Branch,427.63121,Luxury Car,Small,A
IH48064,Washington,9080.28284,No,Basic,High School or Below,2/2/11,Employed,M,68073,Suburban,Married,114,16,63,0,8,Personal Auto,Personal L3,Offer3,Agent,547.2,SUV,Medsize,A
OW31837,California,19174.63407,No,Basic,Bachelor,2/11/11,Employed,F,74028,Rural,Married,118,10,16,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,53.076203,SUV,Medsize,nan
TY22591,Washington,7824.372789,No,Basic,College,1/18/11,Employed,M,32823,Suburban,Married,100,1,36,0,8,Personal Auto,Personal L3,Offer2,Agent,480,SUV,Medsize,A
FS86064,California,2117.989147,No,Basic,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,64,0,78,0,1,Personal Auto,Personal L3,Offer1,Branch,426.248686,Four-Door Car,Medsize,nan
KE35335,Washington,3580.261881,No,Extended,College,1/17/11,Employed,F,75333,Urban,Married,90,15,44,1,1,Personal Auto,Personal L1,Offer2,Web,289.236063,,,A
MC55901,California,5233.949019,No,Basic,High School or Below,1/30/11,Employed,F,69231,Urban,Married,65,19,7,0,9,Personal Auto,Personal L1,Offer2,Agent,193.243084,Four-Door Car,Medsize,A
KL14426,Nevada,5079.843625,No,Extended,Doctor,1/11/11,Employed,F,83288,Urban,Married,124,18,70,0,1,Personal Auto,Personal L3,Offer1,Agent,353.397699,SUV,Medsize,nan
GH49378,California,5059.325681,No,Basic,Bachelor,2/18/11,Employed,F,67371,Rural,Married,63,,14,,3,Personal Auto,Personal L3,Offer2,Web,86.599774,Four-Door Car,Medsize,A
ZV43350,,4531.366283,,Premium,Bachelor,2/11/11,Unemployed,F,0,Suburban,Married,119,30,95,0,1,Personal Auto,Personal L2,Offer1,Branch,571.2,Four-Door Car,Medsize,nan
YP32443,Oregon,4372.194536,No,Basic,Bachelor,1/23/11,Medical Leave,M,20354,Suburban,Married,116,23,0,0,1,Personal Auto,Personal L1,Offer3,Agent,556.8,SUV,Medsize,A
CO91673,California,4547.321823,No,Basic,Bachelor,2/14/11,Medical Leave,F,29031,Suburban,Married,61,7,19,2,3,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Medsize,A
CH85444,Oregon,4145.711862,No,Premium,College,1/25/11,Disabled,M,25943,Suburban,Married,110,26,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,1067.333126,Two-Door Car,Small,nan
GH48715,Arizona,5623.757656,No,Basic,High School or Below,1/31/11,Employed,F,77912,Rural,Single,71,2,21,1,3,Corporate Auto,Corporate L3,Offer3,Branch,23.89816,Four-Door Car,Medsize,nan
DI42246,Arizona,2230.755716,No,Basic,College,1/20/11,Unemployed,M,0,Suburban,Married,62,9,49,0,1,Personal Auto,Personal L2,Offer1,Agent,325.88607,Four-Door Car,Medsize,nan
NN79124,Nevada,4554.911887,No,Basic,Bachelor,1/13/11,Employed,M,90156,Urban,Married,114,16,6,0,1,Personal Auto,Personal L1,Offer2,Call Center,388.346716,SUV,Small,A
ZB88708,Nevada,2799.470318,No,Basic,Master,1/11/11,Employed,M,78127,Rural,Married,69,5,6,0,1,Personal Auto,Personal L3,Offer3,Call Center,136.172569,Four-Door Car,Medsize,A
ZM33786,Arizona,37150.82945,No,Basic,High School or Below,1/12/11,Disabled,F,17774,Rural,Married,108,0,64,0,2,Personal Auto,Personal L2,Offer3,Call Center,116.257094,SUV,Medsize,nan
PH70685,California,5481.502923,No,Basic,Bachelor,2/27/11,Employed,F,70795,Urban,Married,68,10,95,0,4,Corporate Auto,Corporate L1,Offer2,Call Center,177.948654,Four-Door Car,Medsize,nan
LM58949,Oregon,2403.53947,No,Basic,High School or Below,1/30/11,Disabled,M,24248,Suburban,Married,70,33,82,3,1,Personal Auto,Personal L2,Offer1,Agent,336,Four-Door Car,Medsize,A
IM30965,Oregon,2545.070274,No,Basic,High School or Below,2/15/11,Employed,M,71868,Suburban,Single,65,6,61,0,1,Corporate Auto,Corporate L3,Offer4,Agent,312,Four-Door Car,Small,A
KR50062,Oregon,2754.45676,No,Basic,College,2/11/11,Employed,M,79507,Suburban,Married,70,7,17,3,1,Personal Auto,Personal L3,Offer2,Call Center,442.199439,Two-Door Car,Medsize,A
VV82891,Washington,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Personal Auto,Personal L1,Offer1,Web,350.4,Two-Door Car,Medsize,A
OA23108,Oregon,4379.92784,No,Basic,Doctor,1/28/11,Employed,F,40896,Urban,Married,109,3,61,0,1,Personal Auto,Personal L3,Offer1,Branch,319.294289,Sports Car,Medsize,nan
YP71513,Oregon,4879.713235,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,67,7,84,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,nan
SN63066,Nevada,7154.094304,No,Basic,Bachelor,1/23/11,Employed,F,28204,Urban,Married,182,30,84,0,1,Personal Auto,Personal L2,Offer2,Branch,532.089467,Luxury Car,Medsize,A
AD95939,California,26511.60445,No,Extended,Bachelor,1/17/11,Employed,M,28773,Suburban,Single,229,14,72,0,2,Personal Auto,Personal L1,Offer4,Web,1099.2,Luxury Car,Medsize,A
IA62027,Arizona,4853.534204,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,65,24,53,0,3,Personal Auto,Personal L3,Offer1,Web,468,Four-Door Car,Medsize,nan
PB43222,Washington,9102.902307,No,Premium,Doctor,2/22/11,Employed,M,73759,Suburban,Married,114,2,25,3,6,Personal Auto,Personal L3,Offer1,Agent,547.2,Four-Door Car,Small,A
PT93474,Oregon,11513.16291,No,Basic,Bachelor,2/4/11,Unemployed,F,0,Suburban,Divorced,64,26,72,0,2,Personal Auto,Personal L3,Offer1,Web,307.2,,,nan
VT63298,Oregon,19504.4739,No,Basic,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,72,17,55,0,2,Personal Auto,Personal L1,Offer3,Agent,345.6,Four-Door Car,Medsize,nan
RT64920,Oregon,5875.038074,No,Basic,Master,1/2/11,Employed,M,55836,Urban,Married,73,8,87,0,7,Personal Auto,Personal L3,Offer1,Web,314.936185,Four-Door Car,Medsize,nan
VT87641,Washington,6646.749298,No,Extended,Bachelor,2/16/11,Employed,F,95815,Suburban,Married,82,6,95,0,3,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Small,nan
EK40672,California,2393.1169,No,Basic,College,1/25/11,Medical Leave,M,22981,Rural,Single,69,30,8,0,1,Personal Auto,Personal L2,Offer2,Call Center,16.80116,Four-Door Car,Large,nan
MD17521,Oregon,10298.38586,No,Extended,High School or Below,1/31/11,Employed,M,64825,Urban,Married,129,1,78,0,4,Personal Auto,Personal L3,Offer2,Web,359.484342,SUV,Medsize,A
HP77890,Washington,14413.37774,No,Basic,College,2/11/11,Employed,F,56457,Rural,Single,73,27,68,0,2,Personal Auto,Personal L2,Offer3,Web,138.460771,Four-Door Car,Large,nan
JX50334,California,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,A
UA84837,Arizona,8630.053943,No,Premium,College,1/2/11,Employed,M,24065,Suburban,Divorced,111,30,1,0,5,Corporate Auto,Corporate L2,Offer1,Branch,532.8,Four-Door Car,Medsize,nan
FN77294,California,7704.95848,No,Basic,High School or Below,2/24/11,Employed,M,30366,Suburban,Single,101,25,13,2,3,Personal Auto,Personal L2,Offer1,Branch,484.8,SUV,Medsize,nan
WG37485,Oregon,5350.367001,No,Extended,College,1/11/11,Employed,F,58357,Suburban,Single,137,27,76,2,1,Personal Auto,Personal L2,Offer2,Call Center,708.220713,Sports Car,Medsize,A
EE59791,California,5931.28489,No,Basic,High School or Below,2/7/11,Employed,F,56617,Suburban,Married,74,18,24,0,3,Personal Auto,Personal L2,Offer4,Call Center,355.2,Four-Door Car,Small,A
EU95973,California,14941.90379,No,Basic,Bachelor,2/5/11,Disabled,F,22978,Suburban,Married,190,8,53,0,4,Personal Auto,Personal L3,Offer1,Branch,912,Luxury Car,Medsize,A
EN97874,Oregon,6446.706674,No,Extended,High School or Below,2/7/11,Employed,F,55037,Suburban,Married,80,20,88,1,8,Corporate Auto,Corporate L2,Offer3,Agent,481.823284,Four-Door Car,Medsize,A
PX27645,California,8467.369513,No,Extended,Bachelor,1/3/11,Unemployed,M,0,Suburban,Single,122,2,73,0,5,Personal Auto,Personal L1,Offer1,Call Center,1100.088685,SUV,Medsize,A
TX73398,Nevada,3697.04094,No,Premium,Bachelor,2/10/11,Unemployed,M,0,Suburban,Single,113,3,91,0,1,Personal Auto,Personal L3,Offer1,Agent,813.6,Two-Door Car,Medsize,A
PF26758,Oregon,6271.315156,No,Extended,College,1/14/11,Employed,F,94880,Urban,Single,79,18,73,3,3,Special Auto,Special L2,Offer1,Agent,347.595108,Four-Door Car,Medsize,nan
KH58171,California,2551.226692,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,nan
LX23185,Oregon,2643.71574,No,Extended,College,2/4/11,Unemployed,F,0,Suburban,Single,82,14,56,3,1,Personal Auto,Personal L3,Offer1,Branch,393.6,Two-Door Car,Medsize,nan
FB68802,Arizona,4025.095533,No,Basic,College,2/15/11,Unemployed,M,0,Suburban,Married,119,29,54,2,1,Personal Auto,Personal L3,Offer3,Agent,571.2,SUV,Small,A
AQ34238,Oregon,4606.26977,No,Basic,Bachelor,2/27/11,Unemployed,M,0,Suburban,Single,72,8,14,2,8,Corporate Auto,Corporate L1,Offer1,Call Center,518.4,Four-Door Car,Medsize,A
CJ51511,Arizona,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small,A
TM13510,Arizona,2588.860221,No,Basic,Doctor,2/15/11,Employed,M,46168,Suburban,Married,65,1,7,0,1,Personal Auto,Personal L2,Offer2,Agent,312,Four-Door Car,Medsize,A
ZF40143,Nevada,8275.900104,No,Premium,College,1/24/11,Employed,F,48197,Suburban,Single,106,10,61,0,6,Personal Auto,Personal L2,Offer2,Agent,508.8,Four-Door Car,Medsize,nan
EW35231,Oregon,9934.865795,No,Extended,High School or Below,2/27/11,Employed,F,56379,Suburban,Married,125,0,59,1,8,Corporate Auto,Corporate L2,Offer1,Agent,600,SUV,Medsize,nan
XM14899,Oregon,8701.363763,No,Extended,College,2/12/11,Unemployed,M,0,Suburban,Married,122,8,32,0,6,Personal Auto,Personal L3,Offer4,Agent,684.851797,SUV,Medsize,A
FO78512,California,17429.87777,No,Basic,Master,1/9/11,Employed,M,41775,Rural,Married,109,11,80,0,2,Personal Auto,Personal L3,Offer1,Web,104.672657,Sports Car,Medsize,A
NF51705,Nevada,2734.514945,No,Basic,High School or Below,1/9/11,Employed,M,92157,Urban,Single,69,19,33,0,1,Corporate Auto,Corporate L3,Offer2,Branch,270.381385,Two-Door Car,Medsize,nan
KE91683,California,8264.747863,No,Basic,High School or Below,2/2/11,Employed,F,42045,Rural,Married,103,7,12,0,3,Personal Auto,Personal L2,Offer1,Agent,40.839965,SUV,Medsize,nan
DB93245,Arizona,2853.600347,No,Basic,Doctor,1/19/11,Employed,F,87455,Urban,Divorced,71,10,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,329.238904,Four-Door Car,Medsize,A
ME35315,Washington,7756.307652,No,Basic,College,2/2/11,Unemployed,M,0,Suburban,Single,74,24,63,0,2,Corporate Auto,Corporate L1,Offer1,Agent,532.8,Two-Door Car,Small,nan
MO33320,Oregon,4657.159469,No,Basic,College,1/13/11,Disabled,M,18024,Suburban,Single,65,13,1,0,3,Personal Auto,Personal L3,Offer1,Agent,312,Two-Door Car,Medsize,A
VC43751,Arizona,5860.01804,No,Basic,Bachelor,1/26/11,Employed,F,38684,Suburban,Married,74,1,22,0,6,Personal Auto,Personal L3,Offer3,Branch,376.760016,Two-Door Car,Medsize,A
QW44380,Washington,2637.602689,No,Basic,High School or Below,1/11/11,Employed,M,54378,Suburban,Married,66,16,30,0,1,Personal Auto,Personal L2,Offer2,Call Center,316.8,Four-Door Car,Small,A
HI71466,California,3847.352801,No,Extended,College,2/25/11,Employed,M,23459,Rural,Married,96,17,19,0,1,Personal Auto,Personal L3,Offer2,Branch,185.070399,Four-Door Car,Medsize,nan
AL78075,Oregon,3810.238281,No,Premium,High School or Below,2/13/11,Unemployed,M,0,Suburban,Single,108,7,57,0,1,Personal Auto,Personal L2,Offer2,Branch,777.6,,,nan
OD25312,Arizona,4734.257944,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,67,7,75,0,5,Personal Auto,Personal L3,Offer3,Agent,747.458052,Four-Door Car,Medsize,nan
GN76399,Nevada,8178.521899,No,Premium,Bachelor,2/6/11,Unemployed,M,0,Suburban,Single,112,17,29,0,7,Personal Auto,Personal L3,Offer1,Call Center,806.4,Four-Door Car,Medsize,nan
KS12294,California,15994.008,No,Premium,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,159,19,75,0,2,Personal Auto,Personal L3,Offer1,Web,1410.16929,,,A
UH79028,Nevada,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A
DS32060,California,6766.558551,No,Extended,College,2/24/11,Employed,M,20046,Suburban,Married,87,15,59,0,3,Personal Auto,Personal L2,Offer3,Web,417.6,Two-Door Car,Medsize,nan
KN20603,Oregon,7713.494046,No,Basic,Bachelor,2/20/11,Employed,M,45506,Suburban,Single,66,16,32,2,2,Personal Auto,Personal L3,Offer1,Agent,316.8,Four-Door Car,Medsize,nan
WR58220,Oregon,8401.788653,No,Extended,Bachelor,1/30/11,Unemployed,M,0,Suburban,Single,124,15,86,0,8,Personal Auto,Personal L2,Offer2,Web,595.2,SUV,Medsize,nan
NX52648,California,3801.750407,No,Extended,High School or Below,1/2/11,Employed,F,33043,Suburban,Married,95,15,90,0,1,Personal Auto,Personal L3,Offer1,Branch,456,Two-Door Car,Medsize,nan
HQ32112,Arizona,5244.40475,No,Extended,High School or Below,1/1/11,Employed,M,68131,Rural,Married,130,22,27,0,1,Personal Auto,Personal L2,Offer4,Branch,226.607648,,,A
AD33653,Oregon,3324.551776,No,Extended,High School or Below,1/8/11,Unemployed,M,0,Suburban,Married,92,13,17,0,1,Personal Auto,Personal L2,Offer1,Agent,441.6,Two-Door Car,Medsize,nan
FR54989,Arizona,2710.918992,No,Extended,College,2/10/11,Unemployed,M,0,Suburban,Single,76,11,38,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,547.2,Two-Door Car,Medsize,nan
HG53255,Nevada,11243.90285,No,Extended,College,2/25/11,Employed,M,66146,Urban,Single,96,2,38,0,2,Personal Auto,Personal L3,Offer4,Call Center,250.697824,Two-Door Car,Medsize,nan
MS46793,Oregon,2393.915369,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L3,Offer1,Branch,425.266308,Four-Door Car,Medsize,nan
BB41401,Arizona,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,nan
FQ20031,Oregon,10926.69497,No,Premium,High School or Below,1/9/11,Employed,M,29418,Suburban,Married,274,23,31,0,1,Personal Auto,Personal L2,Offer4,Agent,1972.8,Luxury SUV,Medsize,A
ZL23478,California,33451.7935,No,Extended,Bachelor,2/11/11,Employed,F,85689,Urban,Married,92,5,8,0,2,Corporate Auto,Corporate L3,Offer1,Agent,237.946822,Four-Door Car,Small,nan
VM53683,Nevada,25763.41423,No,Basic,Bachelor,1/5/11,Employed,F,78804,Suburban,Married,71,35,93,0,2,Personal Auto,Personal L3,Offer3,Agent,389.636991,Four-Door Car,Medsize,nan
ZG47195,Nevada,4931.258363,No,Basic,College,2/25/11,Unemployed,M,0,Suburban,Single,73,24,47,0,3,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Small,nan
VH31965,Washington,5285.118669,No,Basic,Bachelor,1/24/11,Employed,M,40783,Suburban,Married,67,13,43,1,9,Personal Auto,Personal L1,Offer1,Call Center,321.6,Four-Door Car,Medsize,A
IE49043,Nevada,6698.974274,No,Basic,College,1/10/11,Disabled,F,21114,Suburban,Single,180,7,59,0,1,Personal Auto,Personal L3,Offer1,Call Center,864,,,A
XS30210,Arizona,10359.01985,No,Basic,College,2/12/11,Employed,M,84583,Urban,Married,65,6,50,0,2,Corporate Auto,Corporate L1,Offer2,Branch,238.868659,Four-Door Car,Small,A
PY51000,California,12883.81001,No,Premium,Bachelor,2/23/11,Employed,M,34148,Urban,Married,109,27,30,0,2,Personal Auto,Personal L2,Offer1,Agent,451.566751,Four-Door Car,Medsize,A
TM61357,Nevada,24610.78085,No,Extended,Bachelor,2/15/11,Employed,M,72786,Urban,Married,76,10,9,0,2,Personal Auto,Personal L1,Offer4,Agent,363.845631,,,nan
JH58282,California,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Medsize,nan
MP95255,California,3919.366722,Yes,Extended,High School or Below,1/5/11,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,A
CH97539,Washington,8286.964421,No,Basic,Bachelor,2/22/11,Employed,F,40001,Rural,Divorced,70,26,7,0,2,Personal Auto,Personal L3,Offer1,Branch,142.567008,Four-Door Car,Medsize,nan
TE79454,California,14980.04626,No,Extended,Bachelor,1/8/11,Unemployed,F,0,Suburban,Single,222,26,50,0,8,Personal Auto,Personal L2,Offer1,Branch,1123.485329,Luxury Car,Medsize,nan
